gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0022400408,20,PT09M49.00S,1,1610612744,GSW,203471,Schröder,D. Schröder,233,73,24,Made,1,5,4,9,h,Schroder 24' 3PT Jump Shot (3 PTS) (Jackson-Davis 1 AST),Made Shot,Jump Shot,1,3,14
0022400408,22,PT09M21.00S,1,1610612747,LAL,203076,Davis,A. Davis,61,-4,6,Missed,1,,,0,v,MISS Davis 6' Floating Jump Shot,Missed Shot,Floating Jump shot,1,2,15
0022400408,22,PT09M21.00S,1,1610612744,GSW,1631218,Jackson-Davis,T. Jackson-Davis,0,0,0,,0,,,0,h,Jackson-Davis BLOCK (1 BLK),,,1,2,16
0022400408,24,PT09M20.00S,1,1610612744,GSW,1631218,Jackson-Davis,T. Jackson-Davis,0,0,0,,0,,,0,h,Jackson-Davis REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,17
0022400408,25,PT09M15.00S,1,1610612744,GSW,203471,Schröder,D. Schröder,27,20,3,Missed,1,,,0,h,MISS Schroder 3' Running Layup,Missed Shot,Running Layup Shot,1,2,18
0022400408,27,PT09M15.00S,1,0,,1610612744,,,0,0,0,,0,,,0,h,WARRIORS Rebound,Rebound,Unknown,0,0,19
0022400408,29,PT09M01.00S,1,1610612744,GSW,1631218,Jackson-Davis,T. Jackson-Davis,138,12,14,Missed,1,,,0,h,MISS Jackson-Davis 14' Jump Shot,Missed Shot,Jump Shot,1,2,20
0022400408,30,PT08M58.00S,1,1610612747,LAL,2544,James,L. James,0,0,0,,0,,,0,v,L. James REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,21
0022400408,31,PT08M48.00S,1,1610612747,LAL,1629060,Hachimura,R. Hachimura,-22,24,3,Missed,1,,,0,v,MISS Hachimura 3' Driving Dunk,Missed Shot,Driving Dunk Shot,1,2,22
0022400408,32,PT08M46.00S,1,1610612744,GSW,203952,Wiggins,A. Wiggins,0,0,0,,0,,,0,h,Wiggins REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,23
0022400408,33,PT08M39.00S,1,1610612744,GSW,203110,Green,D. Green,-233,6,0,Missed,1,,,0,h,MISS Green 3PT Jump Shot,Missed Shot,Jump Shot,1,3,24
0022400408,34,PT08M35.00S,1,1610612747,LAL,203076,Davis,A. Davis,0,0,0,,0,,,0,v,Davis REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,25
